,Job Title,Job Description,Rating,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,company,age,python_yn,R_yn,spark,aws,gcp,azure,sql,excel,job_simp,seniority,desc_len
343,Group IT Engineer - Data Center Services,"Ardagh Group is a global leader in glass and metal packaging solutions, producing packaging for the world’s leading food, beverage, and consumer care brands.

We believe that the success of our business depends on the success of our people. We strive to create working environments where our employees feel valued, can work to their full potential, and where their achievements are celebrated. We are creating an exciting future for Ardagh that is built on our core values of trust, teamwork and excellence and we have opportunities in a wide variety of disciplines across our organization

Ardagh Metal Beverage Serbia is looking for Group IT Engineer – Data Center Services

Key responsibilities of the role include:
Physical Server Administration, creation, support and maintenance in Windows Operating systems and server builds
Virtual Server Administration, creation, support and maintenance. Hypervisor configuration and setup (incl Hyper-V and VMWare ESX)
Backup and Replication Administrations, creation of backup tasks, support and maintenance of on-going jobs/tasks, backup and archival process for files and servers using industry standard applications
Cloud Virtualization Administration, creation of virtual services (SaaS, PaaS etc), support and management within cloud-based environment such as AWS, AZURE and O365

Requirements:
2 years of experience in IT working with virtualization and cloud environments
Bachelor’s degree
Working proficiency in English
Highly skilled with Server technology, especially Microsoft Windows and Hyper-V
A good understanding of Cloud technologies especially virtualized machines within the Microsoft Azure and O365 areas
Good communication skills

Our Vision and Values
The people that make up Ardagh Group share much more than a strong brand and an excellent reputation. We each share a common vision: to be the preferred packaging partner to the world’s leading brands. We will achieve our vision by delivering customer innovation, providing an inspirational environment for our people and creating sustainable value for our business through its growth and development.

Ardagh Group is an Equal Employment Opportunity (EEO)/Affirmative Action Employer and does not discriminate on the basis of age, race, color, religion, gender, sexual orientation, gender identity, gender expression, national origin, protected veteran status, disability or any other legally protected status.

For more information on Ardagh Group, visit www.ardaghgroup.com",3.4,Brazil,10000+ Employees,-1,Company - Public,Metal & Mineral Manufacturing,Manufacturing,Unknown / Non-Applicable,Ardagh Group,-1,0,0,0,1,0,1,0,1,na,na,2495
344,Group IT Engineer - Data Center Services,"Ardagh Group is a global leader in glass and metal packaging solutions, producing packaging for the world’s leading food, beverage, and consumer care brands.

We believe that the success of our business depends on the success of our people. We strive to create working environments where our employees feel valued, can work to their full potential, and where their achievements are celebrated. We are creating an exciting future for Ardagh that is built on our core values of trust, teamwork and excellence and we have opportunities in a wide variety of disciplines across our organization

Ardagh Metal Beverage Serbia is looking for Group IT Engineer – Data Center Services

Key responsibilities of the role include:
Physical Server Administration, creation, support and maintenance in Windows Operating systems and server builds
Virtual Server Administration, creation, support and maintenance. Hypervisor configuration and setup (incl Hyper-V and VMWare ESX)
Backup and Replication Administrations, creation of backup tasks, support and maintenance of on-going jobs/tasks, backup and archival process for files and servers using industry standard applications
Cloud Virtualization Administration, creation of virtual services (SaaS, PaaS etc), support and management within cloud-based environment such as AWS, AZURE and O365

Requirements:
2 years of experience in IT working with virtualization and cloud environments
Bachelor’s degree
Working proficiency in English
Highly skilled with Server technology, especially Microsoft Windows and Hyper-V
A good understanding of Cloud technologies especially virtualized machines within the Microsoft Azure and O365 areas
Good communication skills

Our Vision and Values
The people that make up Ardagh Group share much more than a strong brand and an excellent reputation. We each share a common vision: to be the preferred packaging partner to the world’s leading brands. We will achieve our vision by delivering customer innovation, providing an inspirational environment for our people and creating sustainable value for our business through its growth and development.

Ardagh Group is an Equal Employment Opportunity (EEO)/Affirmative Action Employer and does not discriminate on the basis of age, race, color, religion, gender, sexual orientation, gender identity, gender expression, national origin, protected veteran status, disability or any other legally protected status.

For more information on Ardagh Group, visit www.ardaghgroup.com",3.4,Brazil,201 to 500 Employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Ardagh Group,23,0,0,0,1,0,1,0,1,na,na,2495
345,Data Engineer - R&D Speclialist,"Position Summary

1. Contribute to business management by effectively solving business-related problems through data modeling/analysis/prediction.
Establish/support infrastructure that continuously grows to strategically analyze big data.
SRBR is looking for an experienced Data Engineer to help our team to strive for efficiency while implementing and optimizing data pipeline architectures applied to multidisciplinary research. The ideal candidate has experience with pipeline building in scenarios of high volume and high heterogeneity, and is a data wrangler who enjoys optimizing existing data-centered systems or even building them from scratch.
The Data Engineer will help creating and implementing architectures responsible for extracting/ingesting raw data and producing machine-readable datasets that will feed a myriad of models.

Role and Responsibilities

Responsibilities

Propose, implement, and maintain optimal data pipeline architectures;
Design, implement, install, test, and maintain data management and processing systems;
Collaborate and offer support to software developers, machine learning engineers, and data scientists on troubleshooting and scaling up data-related initiatives, ensuring optimal, consistent solutions;
Integrate large, heterogeneous, complex datasets in order to meet functional / non-functional domain requirements;
Efficiently benchmark, select, and combine technological tools, processing systems, databases, algorithms, and programming languages to fit requirements;
Plan, deploy and maintain data infrastructures;
Propose and automate data-quality evaluation processes;
Plan, install/configure, and implement disaster recovery procedures/tools.

Main requirements
Solid Computer Science, Statistics, Mathematics, Computer Engineering, Electrical Engineering or similar formal education;
Strong knowledge on developing and deploying data-centered/ETL solutions using Java, Python, NodeJS, Scala, or C/C++;
Strong knowledge and experience with both software and system architecture design patterns;
Knowledge and experience with distributed data storage (Hadoop FS) and big data processing engines (Apache Hadoop/MapReduce, Apache Spark, Apache Tez);
Experience with data ingestion/stream tools (Apache Kafka, RabbitMQ), message protocols (AMQP, MQTT, WebSocket) and ETL tools
Strong software engineering skills, including methodologies, best practices and related tools;
Experience applying Agile/Scrum practices and values;
Experience with data modeling and strong knowledge of SQL/NoSQL DBMSs and query language;
Proven 3+ years of experience applying required skills in advanced and meaningful set of projects;
Written and verbal fluency in both Portuguese and English.

Skills and Qualifications

Will be considered a plus:

Experience working on meaningful artificial intelligence projects;
Experience with data analysis of high volumes of data;
Experience working with real-time scenarios like IoT, telemetric, etc.
Experience working on scenarios involving temporal-series data analysis, statistics, and modeling;

Required Education:
Bs.C. in Computer Science, Statistics, Mathematics, Computer Engineering, Electrical Engineering or other similar titles obtained from top-tier universities.
Ms.C. or Ph.D. in Computer Science, Statistics, Mathematics, Computer Engineering, Electrical Engineering or similar area obtained from a top-tier university (nice to have).

* Please visit Samsung membership to see Privacy Policy, which defaults according to your location. You can change Country/Language at the bottom of the page. If you are European Economic Resident, please click here.",3.2,Brazil,1001 to 5000 Employees,1938,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$10+ billion (USD),Samsung Electronics America,82,1,0,1,0,0,0,1,0,data engineer,na,3640
346,Lead Senior Front End Software Engineer – Design System,"Lead Senior Front End Software Engineer – Design System
Join us as a Software Engineer on our Design Language System in Brazil to do the best work of your career and make a profound social impact. Working at the cutting edge, you will design and develop software for platforms, peripherals, applications, and diagnostics — all with the most advanced technologies, tools, software engineering methodologies, and the collaboration of internal and external partners.

Key Responsibilities

You will masterly debug the hairiest problems that the team encounters. You will lead the conversations internally about the direction of significant areas of the technology, drives wide-team consensus to the adoption of this direction, and uses this direction to inspire engineers. In this role, you will act as a role model and mentor to every technical member of the team.

You will:
Understands the entire architecture of the business profoundly and can articulate clearly its scaling and reliability limits.
Advises on code quality, high-level architecture, and new technologies adoption
Researches and proposes new technologies
Deal with integration issues
Converts product requirements into technical solutions

Essential Requirements
Core JavaScript technologies and deep understanding of the inner workings of Browsers, javascript engines, and software technologies that interact with them.
Experience with UX/UI (User Experience/User Interface) or working closely with UX (User Experience) teams
Expertise in web architecture and key technologies
Capable of designing the core architecture which other engineers will design around
Effective leadership, mentoring skills and collaboration inside and beyond the team
Desirable Requirements
Typically requires 12+ years of related experience in a professional role with a Bachelor's degree or 8+ years of similar experience in a professional role with a Master's degree; or 5+ years of related experience in a professional role with a Ph.D.; or equivalent experience.
Dell Technologies is a unique family of businesses that helps organizations and individuals build their digital future and transform how they work, live and play—providing customers with the industry’s broadest and most innovative technology and services portfolio. We value our customers, winning together, innovation, results and integrity. Grow your career with a highly competitive salary, bonus programs, world-class benefits and unparalleled learning and development opportunities— all at a company that is proud to be diverse and inclusive. Learn more on how we are closing the diversity gap here.

Closing date: 29 May 2020.
Dell is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Dell are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. Dell will not tolerate discrimination or harassment based on any of these characteristics.
At Dell Technologies, we are committed to driving human progress. Through our reach, technology and people we strive to create a positive and lasting impact on humankind and the planet. Cultivating inclusion is one of the key areas of our social impact goals for 2030.
By 2030, 50% of our global workforce and 40% of our global people leaders will be women.
By 2030, 95% of our employees will participate in annual foundational learning on key topics such
as unconscious bias, harassment, microaggression and privilege.
Learn more about Diversity and Inclusion at Dell here.",4.2,Brazil,10000+ Employees,1984,Company - Public,IT Services,Information Technology,$10+ billion (USD),Dell Technologies,36,0,0,0,1,0,0,0,0,software engineer,senior,4073
347,QA Engineer,"We are looking for a qualified Quality Assurance (QA) engineer to join our IT team. You will be responsible for reviewing quality specifications and technical design documents to provide timely and meaningful feedback and execute exploratory and automated tests to ensure product quality. Estimating, prioritizing, planning and coordinating quality testing activities.You will also review system requirements and track quality assurance metrics (e.g. defect densities and open defect counts.).Our ideal candidate will be responsible for conducting tests before product launches to ensure software runs smoothly and meets client needs, while being cost-effective. Ultimately, you should monitor all stages of software development to identify and resolve system malfunctions to meet quality standards.

Responsibilities:
Review requirements, specifications and technical design documents to provide timely and
meaningful feedback
Create detailed, comprehensive and well-structured test plans and test cases
Estimate, prioritize, plan and coordinate testing activities
Design, develop and execute automation scripts using open source tools
Identify, record, document thoroughly and track bugs
Perform thorough regression testing when bugs are resolved
Develop and apply testing processes for new and existing products to meet client needs
Liaise with internal teams (e.g. developers and product managers) to identify system
requirements
Monitor debugging process results
Track quality assurance metrics, like defect densities and open defect counts
Stay up-to-date with new testing tools and test strategies
Work with cross-functional teams to ensure quality throughout the software development
lifecycle



Proven experience in software Quality Assurance
Strong knowledge of software QA methodologies, tools and processes
Experience working in an Agile/Scrum development process
Experience in writing clear, concise and comprehensive test plans and test cases
Hands-on experience with both white box and black box testing
Hands-on experience with automated testing tools
Intermediate REST API test automation experience
Knowledge of SQL and scripting
Experience with performance and/or security testing is a plus
BS/MS degree in Computer Science, Engineering or a related subject
Ability to communicate in English and/or Spanish.",3.2,Brazil,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),InstaCarro,-1,0,0,0,0,0,0,1,0,QA engineer,na,2327
348,Data Engineer (IT),"Ardagh Group is a global leader in glass and metal packaging solutions, producing packaging for the world’s leading food, beverage, and consumer care brands.

We believe that the success of our business depends on the success of our people. We strive to create working environments where our employees feel valued, can work to their full potential, and where their achievements are celebrated. We are creating an exciting future for Ardagh that is built on our core values of trust, teamwork and excellence and we have opportunities in a wide variety of disciplines across our organization.

Ardagh Metal Beverage Serbia is looking for Data Engineer (IT)

The data engineer is ultimately accountable for preparing and manipulating data for further analysis, including ETL and will support testing across the development lifecycle. The Data Engineer is responsible for extracting and transforming data from source systems, understanding how to integrate or join different sources to create a dataset that can be used for reporting, analysis and analytics. Overall the Data Engineer will strive for efficiency by aligning data systems with business goals. Role will also be involved in testing activities with the assistance from a Business Analyst and Data Architect/Modeller.

Key Responsibilities:
Prepares, transforms, models data and resolves conflicting sources of data and anomalies
Supports the delivery of BI and analytical products to business users via participating in Agile development pod activities including Agile ceremonies
Implement methods to improve data reliability and quality
Combines raw information from different sources to create consistent and machine-readable formats
Develop and test architectures that enable data extraction and transformation for predictive or prescriptive modelling
Responsible for technical testing services across the entire delivery lifecycle including: system integration testing, performance engineering and unit testing.
Cooperate with the Business Analyst, Data Architect and Data Visualisation Developer throughout these testing activities.
Work with the Group IT team to adhere to architecture guidelines and provide valuable input to develop them

Requirements:
Bachelor’s degree in computer science, IT, or similar field; a Master’s is a plus
Extensive experience of designing, developing and testing ETL processes
Experience of batch and real-time processing
Experience in extracting value and features from large scale data and toolsets
Modern code development practices
Extensive experience working with SAP ERP and BW/4HANA (Frontend and Backend)
Experience of relational and NoSQL data modelling approaches
Experience of at least one packaged ETL tool
Technical expertise with data models, data mining, and segmentation techniques
Extensive hands-on experience with BW Data modelling and SQL database design
Data engineering certification (e.g. MS Azure Data Engineer or SAP Data Architects) is a plus
Working proficiency in English and any other European languages are a plus

Our Vision and Values
The people that make up Ardagh Group share much more than a strong brand and an excellent reputation. We each share a common vision: to be the preferred packaging partner to the world’s leading brands. We will achieve our vision by delivering customer innovation, providing an inspirational environment for our people and creating sustainable value for our business through its growth and development.

Ardagh Group is an Equal Employment Opportunity (EEO)/Affirmative Action Employer and does not discriminate on the basis of age, race, color, religion, gender, sexual orientation, gender identity, gender expression, national origin, protected veteran status, disability or any other legally protected status.For more information on Ardagh Group, visit www.ardaghgroup.com",3.4,Brazil,10000+ Employees,-1,Company - Public,Metal & Mineral Manufacturing,Manufacturing,Unknown / Non-Applicable,Ardagh Group,-1,0,0,0,0,0,1,1,1,data engineer,na,3838
349,Data Engineer - Talent Pool,"DataSprints é uma consultoria de Engenharia & Ciência de Dados que potencializa startups e grandes corporações.

Estamos em busca de uma pessoa que seja apaixonada por dados, goste de trabalhar em um ambiente de alto aprendizado e autonomia, com as melhores tecnologias do mercado e um time de especialistas.

Neste cargo, você fará parte de um time de elite que vem atuando em projetos de Data & Analytics nas maiores startups e corporações do país. É uma grande oportunidade de se aprender com profissionais de referência e atuar em projetos que realmente tratam Big Data!

Responsabilidades e atribuições

No dia-a-dia, você será responsável por:
Desenhar e modelar novas soluções de arquitetura de dados seguras, confiáveis, disponíveis e escaláveis;
Criar e definir modelagens de repositórios de dados da instituição tais como (Data Lakes, DataWareHouses, Bases relacionais e não relacionais);
Desenvolver estratégias de aquisição de dados, recuperação de informação, implementação de pipelines de processamentos de dados e armazenamento de dados;
Manter repositórios de dados seguros e pipelines de integração confiáveis e escaláveis;
Planejar e modelar estruturas de comunicação de dados entre sistemas legados e repositórios de dados;
Implementar as melhores práticas de segurança e criptografia para ambiente Big Data.
Requisitos e qualificações

O que precisamos que você tenha:
Habilidades em programação com SQL e Python
Experiência com Cloud Computing, preferencialmente AWS
Experiência com Linux
Inglês no mínimo intermediário
Será um diferencial se você tiver:
Experiência com Data Science/Engineering
Experiência com Sistemas Distribuídos
Informações adicionais
Vale refeição/alimentação
Plano de saúde (Sul América- Abrangência Nacional)
Acompanhamento terapêutico (Vittude)
Investimento em Cursos e Certificados AWS
Você pode trabalhar de qualquer lugar do Brasil
40 horas semanais",4.6,Brazil,51 to 200 Employees,2019,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,DataSprints,1,1,0,0,1,0,0,1,0,data engineer,na,1899
350,Data Engineer - Talent Pool,"DataSprints é uma consultoria de Engenharia & Ciência de Dados que potencializa startups e grandes corporações.

Estamos em busca de uma pessoa que seja apaixonada por dados, goste de trabalhar em um ambiente de alto aprendizado e autonomia, com as melhores tecnologias do mercado e um time de especialistas.

Neste cargo, você fará parte de um time de elite que vem atuando em projetos de Data & Analytics nas maiores startups e corporações do país. É uma grande oportunidade de se aprender com profissionais de referência e atuar em projetos que realmente tratam Big Data!

Responsabilidades e atribuições

No dia-a-dia, você será responsável por:
Desenhar e modelar novas soluções de arquitetura de dados seguras, confiáveis, disponíveis e escaláveis;
Criar e definir modelagens de repositórios de dados da instituição tais como (Data Lakes, DataWareHouses, Bases relacionais e não relacionais);
Desenvolver estratégias de aquisição de dados, recuperação de informação, implementação de pipelines de processamentos de dados e armazenamento de dados;
Manter repositórios de dados seguros e pipelines de integração confiáveis e escaláveis;
Planejar e modelar estruturas de comunicação de dados entre sistemas legados e repositórios de dados;
Implementar as melhores práticas de segurança e criptografia para ambiente Big Data.
Requisitos e qualificações

O que precisamos que você tenha:
Habilidades em programação com SQL e Python
Experiência com Cloud Computing, preferencialmente AWS
Experiência com Linux
Inglês no mínimo intermediário
Será um diferencial se você tiver:
Experiência com Data Science/Engineering
Experiência com Sistemas Distribuídos
Informações adicionais
Vale refeição/alimentação
Plano de saúde (Sul América- Abrangência Nacional)
Acompanhamento terapêutico (Vittude)
Investimento em Cursos e Certificados AWS
Você pode trabalhar de qualquer lugar do Brasil
40 horas semanais",3.4,Brazil,10000+ Employees,1870,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$10+ billion (USD),DataSprints,150,1,0,0,1,0,0,1,0,data engineer,na,1899
351,Crédito | PL Data Engineer,"# Sobre a Stone
A Stone é uma empresa de soluções financeiras e de tecnologia de pagamentos.
Começamos como uma startup em 2012 e hoje somos a maior adquirente independente do país com mais de 450 mil clientes.
Adotamos uma estratégia diferenciada de vendas e atendimento, com operações próprias em diversas regiões do país para entregar serviço personalizado para quem mais importa, o Cliente.
Com isso, deixamos de ser uma startup e nos tornamos uma companhia de mais de 6.000 pessoas, unidas por um único sonho: transformar este mercado, trazendo melhores tecnologias, produtos inovadores e um serviço de qualidade para a ponta.
Acreditamos que os nossos clientes merecem ter todas as suas necessidades atendidas com um único ponto de contato em apenas segundos e, por isso, investimos em estratégias que envolvem serviços de adquirência, banking e crédito, além de produtos de software que auxiliam na gestão do negócio de acordo com o segmento do empreendedor.
Nosso dia a dia? Ultrapassar limites, aprender muito e transformar potencial em potência. O seu, o da Stone e o dos nossos Clientes.
# Sobre Produtos Financeiros
Somos uma Business Unit da Stone com a missão de desenvolver e distribuir produtos financeiros que ajudem o nosso cliente a gerenciar o seu negócio e a vender mais. Acreditamos que valores como esforço, estudo, ambição e crença na capacidade do indivíduo em empreender são fundamentais para entregar diariamente a nossa missão.
Nossa área faz parte da estratégia central da Stone e nós acreditamos que, por meio de soluções financeiras de qualidade e com total transparência para nossos clientes, vamos conseguir transformar ainda mais o mercado de pagamentos brasileiro. Aqui, unimos times de Produtos, Tecnologia e Operações de vendas e atendimento, todos próprios, para que juntos consigam dar suporte aos empreendedores, entender suas demandas, pensar em melhorias e disrupções e, assim, trazer inovações que alavanquem os negócios da nossa razão: nossos clientes.
# Sobre o contexto de Dados
A Stone começou sua jornada no mercado de adquirência, as chamadas ""maquininhas"", mas está expandindo seu portfólio para produtos bancários e produtos financeiros, desenhados especialmente para o varejista brasileiro. Uma das maiores dores desse público hoje é o acesso a linhas de crédito e financiamento, seja para comprar mercadoria, seja para investir no seu próprio negócio.
Pensando na dor da nossa principal razão, que é o nosso cliente, estamos construindo do zero um produto de crédito inovador, que se encaixa melhor nas flutuações de faturamento do lojista, e pesa menos no seu bolso. Mesmo com aproximadamente um ano de vida, esse produto já cresceu muito, atingindo um patamar de mais de 35 mil clientes e uma carteira de mais de 400 milhões em crédito, e com um potencial de sucesso enorme pela frente!!
Porém, sendo um produto de risco, esse sucesso está atrelado à nossa capacidade de quantificar o risco, que depende fundamentalmente em sermos excepcionais na obtenção, organização e distribuição de um grande volume de dados!!!
Por conta disso, convidamos você para mergulhar de cabeça nesse desafio com a gente, e construir o estado da arte no que diz respeito a BigData, imerso em um produto que é potência e junto com um time de gigantes!!!

# O que você vai fazer
Você fará parte do time de Engenharia de Dados, que é responsável por construir as pipelines de dados que alimentam nosso Datalake, uma parte core da tese do produto de Crédito na Stone. Queremos construir uma arquitetura de dados referência no mercado, e você será peça fundamental nisso. Você participará ativamente na definição da arquitetura das soluções, escolha da stack do projeto e na implementação de fato de tais soluções, garantindo a qualidade técnica e seguindo práticas de mercado.
Principais atividades:
Construção de pipelines de dados de ponta-a-ponta, desde o mapeamento das fontes de dados até a devida distribuição para os times de negócio
Construção de fluxos de processamento de grandes volumes de dados, seja em batch ou streaming
Integração com provedores externos de dados, organização e disponibilização desses dados no Datalake para consumo
Participação ativa na definição dos stacks utilizados nos projetos
Criação de sistemas de controle das rotinas de processamento de dados
# O que buscamos em você
Hard Skills
Boa experiência em desenvolvimento de fluxos completos de engenharia de dados (ingestão, processamento e apresentação)
Desenvolvimento de pipelines de dados: Python, SQL, ETL
Ingestão e streaming de dados: Kafka
Processamento distribuído: Hadoop
Soft Skills
Saber transmitir conceitos complexos de maneira simples para os times de negócio (capacidade de abstração e síntese)
Capacidade de conceber soluções adequadas à realidade do negócio com autonomia
Conseguir manter o foco e a diligência em um ambiente de trabalho altamente dinâmico e em evolução.
Saber trabalhar em consenso com o time, com escuta ativa e garantindo convergência das ideias",-1.0,Brazil,-1,-1,-1,-1,-1,-1,Stone - LinkedIn,-1,1,0,0,0,0,0,1,0,data engineer,na,5000
352,Senior .NET Software Engineer,"Senior .Net Software Engineer
Join us as a Senior.Net Software Engineer on our Financial Services Self Service team in Brazil to do the best work of your career and make a profound social impact.
Key Responsibilities
Responsibilities will include the design and development of a brand new global portal for customers to manage their financial services. As you will be a member of a highly-collaborative team we expect a strong commitment, full ownership sense, focus to solve business problems by proposing clear and sophisticated solutions design, an innovative mindset. Being responsible for the development of a customer-facing application the delivery of a highly-quality product is a must and we expect that all team members face it as the top priority.
You will:
Translate application features and use cases into functional applications
Design, build and maintain efficient, reusable, and reliable code using industry standards like Microservices APIs and responsive frontends.
Ensure the best security and possible performance, quality, and responsiveness of applications
Identify bottlenecks and bugs, then propose solutions to mitigate and help to address these issues
Help maintain code quality, organization, and CI/CD automation
Essential Requirements
Strong understanding of Object-Oriented Programming and its best practices.
Experience in implementing automated testing platforms and unit tests
Knowledge of design patterns (concurrency, data access, factory, asynchronous)
Understanding of fundamental design principles for building a scalable application
Ability on writing clean, readable, and easily maintainable code with full test coverage
Desirable Requirements
Knowledge of developing cloud applications and knowledge in react JS
Proficient understanding of code versioning tool (Gitlab is a plus)
Dell Technologies is a unique family of businesses that helps organizations and individuals build their digital future and transform how they work, live and play—providing customers with the industry’s broadest and most innovative technology and services portfolio. We value our customers, winning together, innovation, results and integrity. Grow your career with a highly competitive salary, bonus programs, world-class benefits and unparalleled learning and development opportunities— all at a company that is proud to be diverse and inclusive. Learn more on how we are closing the diversity gap.
Closing date: 15 de Fevereiro de 2021.
Dell is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Dell are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. Dell will not tolerate discrimination or harassment based on any of these characteristics. Dell encourages applicants of all ages. Read the full Employment Opportunity Policy here.",4.2,Brazil,10000+ Employees,1984,Company - Public,IT Services,Information Technology,$10+ billion (USD),Dell Technologies,36,0,0,0,1,0,0,0,0,software engineer,senior,3403
353,Senior Software Engineer,"_ Our business


Through technology (mobile, AI, automation, IOT), we have created a next-generation logistics network and we are, in an unprecedented way, positioning ourselves to unleash the growth of a new trade in Brazil with a fast, cost-effective and reliable logistics solution.

By the end of 2021, we want to be present in all Brazilian cities and reach the milestone of 5 million deliveries per day by 2025.

With SoftBank, Microsoft, GGV Capital and others, the new investment round has brought Loggi’s valuation up to US$1 billion hitting the unicorn mark!

“Our mission is to deliver everything to everyone everywhere as quickly as possible. We want to connect Brazil and value, for example, Amazonian handicrafts, enabling artisans to sell without intermediaries to consumers in any region.” (Fabien Mendez, CEO - Chief Executive Officer)

_ Our Engineering team


Loggi’s engineering team is focused on solving highly complex problems, mixing up very experienced professionals and early career employees, in a fortified environment by learning, sharing of experiences and respect. Together, we will build the logistics network of the country, developing unique algorithms, systems and processes.

Our leaders have already left their mark in the national and worldwide tech scenario, working in companies like Google and UOL. They are engaged in finding how to develop a group of more than a thousand programmers to explore the knowledge borders and connect the country.

We believe and invest in everyone's potential:

""Over the next 5 years we want to train Brazil’s future CTOs! Here, we have a structured development program."" (Davi Reis, CTO - Chief Technology Officer)

Requirements

_ Responsibilities


You will architect and develop high quality scalable solutions, being part of multidisciplinare squads seeking an amazing and efficient experience for the users!

As the technical focus point on a squad, we’ll count on you on the development of ideas and solutions that solve complex problems and generate great results for the team.

Loggi’s engineering team works with a wide variety of technologies and techniques to solve our challenges. We try to see beyond the buzzwords to develop software in a pragmatic and efficient way.

To spark your curiosity, we work on python/django, kotlin/micronaut; predictive models trained with sklearn and keras/tensorflow; native and hybrid apps, and PWAs; algorithms of optimization based on or-tools, Systems in Azure and AWS, with and without kubernetes. In addition we also use Looker and ELK for dashboards and analysis.

_ Requirements
3+ years of relevant work experience in software development or 6+ years in academic / technical field, regardless of language/technology;
Good knowledge of algorithms and data structure;
Experience working in a collaborative way, with others engineers, product managers and designers;
Autonomy, analytical mindset, problem solving abilities supported by best practices in coding;
Willingness to work full-stack and easy transition between technologies and languages;
Familiarity with agile trends.
Benefits

_ Our benefits


For a healthier life, we provide you:

Health plan with national coverage (without discounts!)
Dental plan (also without discounts!)
Flexible hours with the possibility of working at home according to function and demand
Discounts of up to 75% in gyms all over Brazil
Fresh fruit every day at the office

We support you with:

Above average remuneration of the best technology companies in Brazil, with annual reviews
Eligibility for Stock Options
Meal voucher and transportation voucher with symbolic discount of R$ 1
Possibility of payroll loan after 3 months of company

We develop you with:

US$ 3,300 for technical development per year
Immersion week in all areas of the company, our famous Xboarding
Frequent knowledge exchanges with internal and external professionals
Individual development plan updated every six months
Feedback culture and opportunity to work according to the squad concept
Working with big names in the history of technology in Brazil
Possibility to develop new algorithms with the challenge of creating the new generation of logistics

We help parents with:

Health and dental plan for children at no extra cost
6-month maternity leave and 20-day paternity leave
Daycare allowance of R$ 457 per child up to 5 years of age

Some of our offices also have:

Massage, manicure, pedicure at reduced costs
Pet day
Game rooms with video games, pool and others
Locker room and spaces to store your bike or scooter safely
Marketplace selling quick meals, drinks and snacks

_ Our culture


Inclusive, determined and visionary: that's who we are and how we work here.

We are already more than 1000 Loggers. We are hi-tech, little conservative and we are always up to date! Above all, we hope that everyone is eager to learn and acquire new knowledge quickly.

We look for an increasingly inspiring and welcoming work environment, and we very much hope that you will help us to maintain our culture even at an accelerated pace of growth.

We are very happy to be recognized among the best startups to work according to LinkedIn and Glassdoor, among the 10 most innovative startups by Forbes Brasil and also to be certified by Great Place to Work.

Being part of Loggi must mean that you can be who you are - or want to be. We look for a more accessible country. Thus, we can say that respecting the needs of different people is our reason for existing. This is history, it is culture, it is respect.

Important: All Loggi jobs are also open to people with disabilities (PwD).

This job description is written in English because we already have a technology office in Europe, and as we are hiring professionals from all over the world, you can have interactions with professionals who do not speak Portuguese.

Essa descrição de vaga está escrita em Inglês porque nós já temos um escritório de tecnologia na Europa e, como estamos contratando profissionais de todo o mundo, você pode ter interações com profissionais que não falam Português.

Let's go together?",4.6,Brazil,1001 to 5000 Employees,2013,Company - Private,Express Delivery Services,Transportation & Logistics,Unknown / Non-Applicable,Loggi,7,1,0,1,1,0,1,0,0,software engineer,senior,6111
